keywords,sentiment_coeff,TFIDF
garden,1.2500487523312092,0.0
built,-1.1086156014608568,0.0
road,1.1385250246186682,0.0
stories,1.3440644340765058,0.0
lock,1.4378022621965558,0.0
furnished,-1.285643410437467,0.0
windows,1.1724783715236002,0.0
floor,1.13643413316771,0.0
child,1.1761243221677735,0.0
reached,1.111203722153343,0.0
coach,1.2902252314747757,0.0
closely,-1.0902335541758714,0.0
view,-1.140513925817219,0.0
interest,-1.1465205637612352,0.0
expected,1.3460539593689609,0.0
lane,1.186651054281645,0.0
runs,-1.22782478431335,0.0
wall,-1.0408309674889322,0.0
lent,1.1874459074584234,0.0
rubbing,1.1780427828825808,0.0
exchange,-1.224347605481921,0.0
tobacco,-1.106479319171148,0.0
dozen,1.1708991066381638,0.0
people,1.1269491698745324,0.0
least,-1.1369478818207144,0.0
whose,1.1053213534432371,0.0
compelled,-1.1552651746174143,0.0
listen,1.4011189370260395,0.0
turned,1.408798275415703,0.0
heads,1.2959178934238584,0.0
lives,-1.0718967376177615,0.0
quietly,1.4313013927727167,0.0
returns,-1.1460256354885132,0.0
dinner,1.3032997672385065,0.0
goes,-1.0991477373424858,0.0
except,-1.1965015754448112,0.0
male,-1.1811341984242838,0.0
deal,1.1144000155563876,0.0
handsome,1.2401084301226373,0.0
calls,-1.312057018012547,0.0
mr,1.0512129459729112,0.0
inner,-1.0379598620698909,0.0
temple,1.510337835641032,0.0
advantages,-1.2809515416969397,0.0
driven,1.137679638527253,0.0
listened,1.4409718168559091,0.0
began,1.4335333831198285,0.0
near,1.1987437332448148,0.0
plan,-1.0893328484869953,0.0
campaign,-1.0815581227939672,0.0
evidently,1.3886645630989756,0.0
sounded,1.4457420504438987,0.0
relation,-1.2922841193462251,0.0
object,-1.1457414646384088,0.0
repeated,1.1172084098895427,0.0
mistress,1.7697993680366595,0.0
probably,1.1051514422283293,0.0
transferred,-1.2189047945044684,0.0
keeping,1.2178482931176131,0.0
latter,1.1748630177393609,0.0
likely,-1.0537290713757768,0.0
issue,-1.1508779652106298,0.0
depended,-1.331904567395874,0.0
whether,1.154955164553238,0.0
continue,1.1303307235110789,0.0
turn,1.409020758293862,0.0
field,1.1001496715108865,0.0
fear,1.1990010919281804,0.0
bore,1.2662033531359311,0.0
details,1.1732682338318443,0.0
difficulties,-1.2793434445523837,0.0
cab,1.3127854104848944,0.0
drove,1.3188059299579844,0.0
remarkably,-1.084882550413368,0.0
hurry,1.5632883186857052,0.0
shouted,1.358953706589251,0.0
wait,1.2977077477306067,0.0
brushed,1.5046080857471842,0.0
maid,1.3982360286260047,0.0
air,1.152846834084384,0.0
thoroughly,1.2319184026403447,0.0
catch,1.3980273779604642,0.0
talking,1.4498082773431589,0.0
arms,1.1667557038574956,0.0
stepped,1.4200965346188168,0.0
pulled,1.2105763740277249,0.0
watch,1.5497012341486889,0.0
pocket,1.2122690690515792,0.0
drive,1.2468257382976855,0.0
devil,1.2605798060747937,0.0
gross,-1.4130443916557285,0.0
church,1.0723654483162477,0.0
twenty,-1.0206470524774889,0.0
went,1.4192633188162669,0.0
coachman,1.4981297341775683,0.0
ear,1.2270574758177255,0.0
shot,1.1193273896114349,0.0
lovely,1.478526696704645,0.0
die,1.1406799840481276,0.0
sovereign,1.1037709357259935,0.0
reach,-1.112218866566824,0.0
lose,1.1197090479744944,0.0
run,1.2054051711663236,0.0
driver,1.5572894492694722,0.0
jumped,1.4063382321359594,0.0
twelve,-1.02781092548243,0.0
wind,1.2349924215993673,0.0
fast,1.291195089788764,0.0
faster,1.4207129982247535,0.0
others,1.264681387527724,0.0
arrived,1.2026271617207205,0.0
paid,1.0659920213986882,0.0
hurried,1.3704029823719348,0.0
seemed,1.353526991651233,0.0
standing,1.2648197876939042,0.0
dropped,1.3611272629372908,0.0
suddenly,1.4307702948711398,0.0
faced,1.1595594929233255,0.0
running,1.2507403290417705,0.0
hard,1.1263437488505577,0.0
towards,-1.075795561916015,0.0
thank,1.22208148291313,0.0
god,1.11212488747552,0.0
dragged,1.354290117115398,0.0
whispered,1.4684120507268057,0.0
generally,-1.1362761906188557,0.0
secure,-1.1695331161808664,0.0
done,1.3113683373068477,0.0
instant,1.4410024232397451,0.0
lady,1.2166225426355337,0.0
life,-1.1133151127976102,0.0
started,1.4166815769063594,0.0
seems,1.1588982924407056,0.0
license,-1.150249566159397,0.0
refused,1.0953641223684651,0.0
witness,1.1529560962299048,0.0
sort,1.2091647574001103,0.0
saved,1.1545674515149982,0.0
streets,1.1555881678835889,0.0
search,1.257136397263793,0.0
mean,1.345598491632897,0.0
chain,-1.21402324516275,0.0
occasion,-1.1656295111216721,0.0
unexpected,1.1689510144867659,0.0
affairs,-1.1071972069252591,0.0
plans,-1.129899580721727,0.0
immediate,-1.3965994045319872,0.0
departure,1.1090526469732729,0.0
measures,-1.2816982071491725,0.0
separated,-1.0524061458839389,0.0
driving,1.3627779168055352,0.0
usual,1.16644582858986,0.0
different,-1.0902711555597009,0.0
directions,-1.2164166026241516,0.0
arrangements,1.2977116969457616,0.0
ringing,1.3116656883913884,0.0
busy,1.3175415188575648,0.0
food,-1.055632549879332,0.0
evening,1.266043798902582,0.0
operation,-1.2396424446710963,0.0
delighted,1.5877099581740448,0.0
breaking,-1.1367512765063146,0.0
law,-1.1258991981501982,0.0
chance,1.1114412553506274,0.0
arrest,-1.2096769132026168,0.0
cause,-1.253136613268941,0.0
wish,1.257839246465252,0.0
mrs,1.0928574324487677,0.0
turner,1.1078856835735102,0.0
brought,1.183712184087377,0.0
provided,-1.2901858781169149,0.0
discuss,-1.1565253161145672,0.0
eat,1.2989379151212341,0.0
nearly,-1.0705553012637896,0.0
hours,-1.051792310070653,0.0
action,-1.2027829957067453,0.0
madame,1.2356553094920586,0.0
meet,1.341244362889913,0.0
leave,1.212363005348882,0.0
arranged,1.1148045198965073,0.0
occur,-1.2077953817530078,0.0
interfere,-1.3038772845822606,0.0
whatever,-1.0775910490309286,0.0
join,1.1589097576119811,0.0
conveyed,-1.248041680862496,0.0
afterwards,1.258392596481973,0.0
visible,1.102295064685633,0.0
raise,-1.1109297738574213,0.0
cry,1.3425228116478871,0.0
entirely,-1.1301129397023706,0.0
formidable,1.2334491837582315,0.0
taking,1.1525068526630489,0.0
shaped,-1.1612080004732073,0.0
roll,1.5058625075486125,0.0
ordinary,-1.2325321655540171,0.0
smoke,1.1207415931243947,0.0
fitted,-1.2011049537167457,0.0
cap,1.2251804709434952,0.0
self,-1.0236238093620182,0.0
task,-1.1887677335483988,0.0
confined,-1.2568629610420476,0.0
number,-1.1654456255210814,0.0
ten,1.0254750307173883,0.0
hope,1.2004162070597526,0.0
remain,-1.082866594483427,0.0
signal,1.4040566939293602,0.0
prepare,-1.1295056960084842,0.0
role,-1.1457392709473748,0.0
play,1.1662571071731849,0.0
disappeared,1.1382920825394758,0.0
amiable,1.5326582015441292,0.0
minded,1.1484561053076343,0.0
trousers,1.1536006890638757,0.0
sympathetic,-1.3828885950425216,0.0
smile,1.3089193229896872,0.0
general,-1.0698438416613938,0.0
curiosity,1.3596848674758872,0.0
hare,1.3550190861883902,0.0
expression,1.1937269306355678,0.0
vary,-1.2515601357261594,0.0
fresh,1.1369372377185418,0.0
assumed,-1.0499660609811448,0.0
fine,1.1212867743489514,0.0
science,-1.1400975736343857,0.0
acute,-1.1697737691567551,0.0
waiting,1.364594001408478,0.0
coming,1.4580674162746072,0.0
description,-1.2596975177189889,0.0
contrary,1.1608827191637854,0.0
quiet,1.3361115719620005,0.0
animated,1.2154890579781321,0.0
group,-1.1125521863525534,0.0
dressed,1.2715055441587668,0.0
wheel,1.4573678769027902,0.0
nurse,1.2759797650391589,0.0
several,-1.0295747616545936,0.0
becomes,-1.080196034121537,0.0
weapon,-1.2542586193216798,0.0
princess,1.1731416387842573,0.0
size,-1.1342907731253746,0.0
easy,1.0747902019464504,0.0
knows,1.1424327662292721,0.0
capable,-1.187820529947183,0.0
carry,1.088806203963298,0.0
inclined,1.4660529370212942,0.0
neither,1.221836477083084,0.0
naturally,1.1244315961442772,0.0
anyone,1.2584138747123397,0.0
political,-1.1781875403361937,0.0
bear,1.1812500924580769,0.0
besides,1.2233215988808734,0.0
remember,1.3830748288243893,0.0
resolved,1.2179537356283276,0.0
within,-1.1101728397273318,0.0
lay,1.17289675681069,0.0
refuse,1.4355176253566058,0.0
carriage,1.3795975050026321,0.0
orders,1.111266732579444,0.0
letter,1.1907267469357707,0.0
smart,1.4272144075641782,0.0
dashed,1.3192031327152656,0.0
forward,1.2410390000961349,0.0
rushed,1.3225820717076309,0.0
quarrel,1.262176006467164,0.0
broke,1.2441498903581971,0.0
increased,-1.1881871268355797,0.0
sides,1.1447706785495246,0.0
equally,-1.157253918383134,0.0
blow,-1.0786776086277967,0.0
struck,1.2277286200138091,0.0
centre,-1.0512967994571012,0.0
flushed,1.2902967874425326,0.0
struggling,1.5452268656919994,0.0
crowd,1.311523154346556,0.0
protect,-1.2242638128063137,0.0
blood,-1.0724540852237647,0.0
freely,-1.0935122852125227,0.0
fall,1.0991514947307524,0.0
heels,1.3593981795545946,0.0
direction,-1.1115272421731759,0.0
watched,1.5537677469577016,0.0
crowded,1.2089381927523608,0.0
attend,1.2495564067224434,0.0
injured,-1.1883490065509228,0.0
lights,1.5263410028988371,0.0
poor,1.1474705623151422,0.0
hurt,1.576900906656853,0.0
dead,1.101206299943318,0.0
voices,1.2170376935274276,0.0
gone,1.3578383047950913,0.0
hospital,-1.145992856696554,0.0
brave,1.3019362613363048,0.0
fellow,1.2389559386909532,0.0
purse,1.4484825480379513,0.0
rough,-1.1229841069435615,0.0
ah,1.3355416687075157,0.0
breathing,1.2014432306251746,0.0
surely,1.4193778844995413,0.0
comfortable,1.5609955960906037,0.0
sofa,1.298405584490593,0.0
solemnly,1.4822434701552043,0.0
borne,-1.2047118559689451,0.0
principal,-1.1643411157045067,0.0
drawn,1.112155602314358,0.0
playing,1.4031098788304466,0.0
ashamed,1.406030511476645,0.0
creature,1.3396289978022542,0.0
grace,1.2164276604707691,0.0
waited,1.491750624573351,0.0
draw,1.2291693349747432,0.0
heart,1.1565234026980022,0.0
preventing,-1.2934559515739732,0.0
motion,-1.1610570198740708,0.0
need,1.1742588495571655,0.0
sooner,1.1586370772323034,0.0
mouth,1.062767174673921,0.0
gentlemen,1.3574625060011754,0.0
maids,1.57528007462339,0.0
joined,1.2228130774268091,0.0
clouds,1.143957905220125,0.0
rushing,1.5207315762842342,0.0
figures,1.1364609957903022,0.0
later,-1.0387553392934399,0.0
alarm,1.4205428038722323,0.0
slipping,1.3236872484102122,0.0
shouting,1.270430185998647,0.0
arm,1.1257363375765193,0.0
mine,1.308352012379827,0.0
silence,1.4223099114529698,0.0
showed,1.2714352762587935,0.0
perfectly,1.2839247279656254,0.0
everyone,1.3860986111937628,0.0
engaged,1.1264431599590692,0.0
guessed,1.7205697159956028,0.0
row,1.3581533518356417,0.0
moist,-1.0164639244108804,0.0
palm,-1.1108069259191249,0.0
fell,1.184742865832959,0.0
bound,1.1091350400318245,0.0
suspected,-1.2180955931451731,0.0
determined,-1.2375987718356416,0.0
thinks,1.505273733961133,0.0
instinct,1.5217933118941065,0.0
rush,1.3365298585686636,0.0
impulse,1.297241636505973,0.0
advantage,-1.1717660174387907,0.0
baby,1.295688116014582,0.0
reaches,-1.2854503009497298,0.0
box,1.2558315911627036,0.0
precious,1.3693464043852224,0.0
nerves,-1.2191009363590866,0.0
responded,-1.1573838638655631,0.0
drew,1.1965051618280584,0.0
replaced,-1.033462594046572,0.0
making,1.1932427943658248,0.0
escaped,1.2474171472320397,0.0
practically,-1.5236303728104912,0.0
finished,1.4607260772549406,0.0
care,1.0687812365431513,0.0
probable,-1.274366624637454,0.0
satisfaction,1.1363533502489505,0.0
wire,-1.2209531339717026,0.0
delay,-1.2379023388689812,0.0
stopped,1.4451852495328237,0.0
searching,1.250218785065394,0.0
key,1.396270970232894,0.0
greeting,1.7127867697216863,0.0
youth,1.1452327486662175,0.0
dimly,1.4132632594109908,0.0
wonder,1.4219491176904009,0.0
slept,1.4282310073988334,0.0
coffee,1.4052397460312511,0.0
got,1.4242049026126844,0.0
shoulder,1.1429820254003953,0.0
hopes,1.1661202038963494,0.0
descended,1.2454125109271552,0.0
yesterday,1.2874663444879555,0.0
named,-1.1142447023660005,0.0
future,-1.071520846822818,0.0
loves,1.2215519357379367,0.0
husband,1.3326785989694123,0.0
reason,1.135835956185736,0.0
queen,1.2750923322452772,0.0
broken,1.108317743352598,0.0
elderly,1.2321705090424002,0.0
questioning,1.489542915625688,0.0
gaze,1.328878302597386,0.0
5,-1.2166077848647892,0.0
train,1.2047846242317537,0.0
cross,1.104369101688672,0.0
continent,-1.3243933999191153,0.0
return,-1.058817277301457,0.0
furniture,1.1674053212751625,0.0
scattered,-1.1669847639446511,0.0
hurriedly,1.4642320917114493,0.0
flight,1.2374212037383807,0.0
till,1.1959235417441598,0.0
midnight,1.470350163761475,0.0
ran,1.4145472863627322,0.0
completely,-1.1294973517114453,0.0
suspicion,1.3682451701112623,0.0
months,-1.062664722109458,0.0
evil,-1.0875923559030367,0.0
kind,1.1452758288342348,0.0
freedom,-1.1792815233377618,0.0
gives,-1.0824677846081767,0.0
upstairs,1.5292957700756251,0.0
walking,1.2947865969169456,0.0
celebrated,1.3168507400435,0.0
wished,1.326693052944329,0.0
pursued,-1.2056593335392372,0.0
empty,1.1608612861213137,0.0
rest,1.1406437009929424,0.0
peace,-1.0766532854445277,0.0
loved,1.207285512868118,0.0
keep,1.2406976028078815,0.0
preserve,-1.196385084336158,0.0
level,-1.11210811292249,0.0
coldly,1.6760963360422747,0.0
sorry,1.3181928213937082,0.0
successful,-1.3547877298031457,0.0
conclusion,-1.1693997040205564,0.0
safe,1.1499839089242505,0.0
reward,1.1218325240591225,0.0
ring,1.140134777957709,0.0
slipped,1.4371835363866698,0.0
finger,1.045793379776895,0.0
held,1.1120206388672225,0.0
value,-1.175634941047993,0.0
highly,-1.192574365271572,0.0
stared,1.6058317925233991,0.0
bowed,1.1961732242947891,0.0
turning,1.496055461656144,0.0
threatened,-1.1688002310960683,0.0
affect,-1.335384721492035,0.0
beaten,1.2852622157876634,0.0
merry,1.3941040581749342,0.0
autumn,1.1496713203407452,0.0
conversation,1.3111026179658989,0.0
stout,1.1750778886804076,0.0
hair,1.1300420099703763,0.0
withdraw,-1.1265641888805624,0.0
closed,1.0866690351702255,0.0
possibly,1.2203127303468848,0.0
afraid,1.404177880234358,0.0
wilson,-1.0364216660322851,0.0
partner,1.5572208722876568,0.0
fat,1.042005289326449,0.0
try,1.2659519475886645,0.0
custom,1.2261691445637466,0.0
judicial,-1.3480113842673145,0.0
share,-1.197992249933928,0.0
conventions,-1.3106873860742447,0.0
routine,-1.3181226437839526,0.0
enthusiasm,1.2302031243033429,0.0
saying,1.5396752853515432,0.0
somewhat,-1.0851944627635273,0.0
greatest,-1.1166240364139135,0.0
presented,1.1035275823350357,0.0
effects,-1.295488505265329,0.0
combinations,-1.4151973234925748,0.0
daring,1.3836770534811171,0.0
effort,-1.0774274024390498,0.0
imagination,1.2001075418867329,0.0
liberty,-1.1327414912244804,0.0
otherwise,-1.1811133169563988,0.0
fact,-1.2247751125721225,0.0
narrative,1.1225422378064602,0.0
remark,1.4806798674649744,0.0
connected,-1.3113542709918908,0.0
larger,-1.2869562894690088,0.0
smaller,-1.2317241139803727,0.0
positive,-1.2832799126814736,0.0
impossible,1.1086385187785237,0.0
events,-1.161277733857116,0.0
ask,1.2756678167298232,0.0
makes,-1.0699383332034382,0.0
anxious,1.3159069119235065,0.0
possible,-1.1754059797585106,0.0
detail,1.163453587679689,0.0
lips,1.1631829446001618,0.0
rule,-1.348269875333085,0.0
slight,-1.117364773969206,0.0
indication,-1.3245118760198242,0.0
guide,1.5693588607513245,0.0
similar,-1.2026085560271529,0.0
forced,1.1215212015891596,0.0
belief,-1.3431837179262496,0.0
pride,1.3001217760925765,0.0
dirty,1.2621991177862366,0.0
wrinkled,1.2432224528224318,0.0
newspaper,-1.1166187228609925,0.0
advertisement,-1.1249190130384152,0.0
column,-1.0351168285586592,0.0
thrust,1.2114729140070453,0.0
knee,1.0258764409345966,0.0
gain,-1.1416544004170202,0.0
british,-1.1596852471342567,0.0
grey,1.0598995649611973,0.0
clean,1.1475996140269769,0.0
waistcoat,1.191388161037044,0.0
square,1.1718855434009243,0.0
metal,-1.077083595235977,0.0
overcoat,1.3380553023819817,0.0
collar,1.229503676153339,0.0
altogether,-1.3028650144712637,0.0
occupation,-1.2782619102958577,0.0
shook,1.2601888649467128,0.0
noticed,1.4554562399509754,0.0
glances,1.6308642099611492,0.0
obvious,-1.0739505338053357,0.0
takes,-1.1135971588043938,0.0
china,-1.2283828962458907,0.0
considerable,-1.1956315415868213,0.0
amount,-1.2027142851917538,0.0
fortune,1.3561618169358582,0.0
ship,-1.0976062838858365,0.0
worked,-1.3997400293117481,0.0
muscles,-1.1657800034925991,0.0
developed,-1.3534864597871303,0.0
telling,1.5468294923495292,0.0
especially,-1.172728816749696,0.0
rules,-1.1300142625675669,0.0
forgot,1.6358785235730269,0.0
smooth,1.06549519237349,0.0
elbow,1.037996180286158,0.0
fish,1.1889524675668397,0.0
addition,-1.4381336905374074,0.0
chinese,-1.3805212604179056,0.0
coin,-1.1552880893864528,0.0
heavily,1.1887357862297532,0.0
clever,1.2136932713013442,0.0
explaining,1.403594761029476,0.0
reputation,1.1182723954359892,0.0
suffer,-1.0881919743663433,0.0
follows,-1.2835531623298466,0.0
pennsylvania,-1.1546614532043222,0.0
u,-1.2469871475564709,0.0
4,-1.2352841493881408,0.0
purely,-1.5820881096866597,0.0
body,-1.1050623036553913,0.0
age,-1.0686921098982207,0.0
apply,-1.2323800788658064,0.0
eleven,1.0657871786624138,0.0
offices,-1.1824342896366522,0.0
7,-1.2109451160329248,0.0
court,1.0307852081262483,0.0
fleet,-1.1889714400782083,0.0
earth,1.1312013234848877,0.0
announcement,1.1550062203641234,0.0
spirits,1.4326740943093792,0.0
track,1.1586803919228363,0.0
household,1.2172416428666306,0.0
effect,-1.2808366411525551,0.0
fortunes,-1.2207367797409234,0.0
april,-1.0833470295650407,0.0
27,-1.2285850699565672,0.0
1890,-1.3401513550514206,0.0
city,-1.0466072448942856,0.0
affair,1.3031034651964728,0.0
willing,1.248459808334625,0.0
wages,-1.1482938392914668,0.0
learn,1.1398658536783195,0.0
assistant,1.2837636122662608,0.0
satisfied,1.1396633814721049,0.0
ideas,-1.1346817103407874,0.0
seem,1.1426808057670843,0.0
full,1.0866275360855877,0.0
market,-1.0886642778754083,0.0
price,-1.0718512507846736,0.0
common,-1.1885026917610433,0.0
experience,-1.129668057531072,0.0
employers,-1.304124936307531,0.0
ought,1.2481257693085652,0.0
cellar,1.377371335728954,0.0
develop,-1.3481616621192232,0.0
pictures,-1.4337181484063202,0.0
main,-1.2085800139164775,0.0
fault,1.3379172110665731,0.0
vice,-1.0723978315413778,0.0
fourteen,-1.0636236583084244,0.0
place,-1.0254819331381375,0.0
live,1.160758893671431,0.0
roof,1.195445647784718,0.0
debts,-1.0862251378306624,0.0
office,-1.061551721859773,0.0
weeks,-1.0184279357906434,0.0
says,1.1750357687702642,0.0
lord,1.0363705757802937,0.0
asks,1.3624510064599065,0.0
worth,1.0891632951689447,0.0
gets,1.4443361128812486,0.0
colour,-1.0427715927147765,0.0
ready,1.3357496852331376,0.0
foot,1.0637490384638482,0.0
going,1.4513393824582572,0.0
couple,1.2678706361258492,0.0
occupations,-1.5429183438339296,0.0
ears,1.4950156105482433,0.0
extra,-1.3146662317928772,0.0
founded,-1.1944380139492676,0.0
american,-1.1671181059626399,0.0
ways,-1.21763114801854,0.0
died,1.2155584538689688,0.0
enormous,-1.0439635192880885,0.0
instructions,1.2528765815106144,0.0
providing,-1.2510810186984929,0.0
splendid,1.2618678132331749,0.0
millions,-1.0977771033245178,0.0
grown,1.217547604831506,0.0
town,1.147185341970805,0.0
applying,-1.1820615842852562,0.0
real,1.161729467213412,0.0
bright,1.1030604110923368,0.0
sake,1.1891323438775043,0.0
competition,-1.4861980403652648,0.0
met,-1.0516247386416493,0.0
useful,-1.1443106958773397,0.0
ordered,1.2308902250095946,0.0
shut,1.5336712049552124,0.0
sight,1.2710026267789345,0.0
north,-1.1328125840738,0.0
south,-1.1196553246412406,0.0
east,-1.1055283205960449,0.0
west,-1.1015669830841208,0.0
shade,1.1610198209148053,0.0
answer,1.2076864227599782,0.0
folk,1.3253389792267831,0.0
straw,1.3639615147259665,0.0
irish,-1.0565735897021402,0.0
liver,-1.2017891103528409,0.0
clay,1.0361883032025574,0.0
despair,1.2958158049392392,0.0
stream,-1.1300865783740175,0.0
huge,1.1019246213829217,0.0
statement,-1.0953496829377745,0.0
wooden,1.167000868808348,0.0
chairs,1.2644801483466828,0.0
words,1.2782943172950012,0.0
candidate,-1.05345102110591,0.0
managed,1.1980730152397714,0.0
favourable,-1.3182472748934295,0.0
fill,-1.1606356320072695,0.0
recall,-1.1942876728703773,0.0
backward,1.0890097063515851,0.0
gazed,1.4022416386803656,0.0
warmly,1.2759909935845393,0.0
pain,-1.0580306056214617,0.0
water,1.0715161907651891,0.0
careful,-1.0517324599851658,0.0
wax,1.365242962205662,0.0
human,-1.1212677875428865,0.0
filled,1.0383230352712007,0.0
benefactor,1.3560954370155027,0.0
spread,-1.134627207695873,0.0
exceedingly,-1.082147882353198,0.0
unfortunate,1.1739009818351742,0.0
thinking,1.457091909398608,0.0
fatal,-1.1406067193252352,0.0
favour,-1.3252526824873658,0.0
duties,-1.1440973342035703,0.0
awkward,1.5557854616594744,0.0
building,1.1224180555083716,0.0
forever,1.112535944988612,0.0
conditions,-1.28518044088067,0.0
leaving,1.140389290825719,0.0
copy,-1.1338110210172971,0.0
provide,-1.2344614626698294,0.0
congratulate,1.4037785059061756,0.0
knowing,1.4504772084165316,0.0
pleased,1.4120992341688698,0.0
low,1.1028034866310927,0.0
sum,-1.1225439729003868,0.0
bottle,1.2920959433570425,0.0
pen,1.166135030663234,0.0
delight,1.3845105632158317,0.0
everything,1.2935223615278046,0.0
fairly,-1.2639657288493051,0.0
locked,1.2037559361800303,0.0
golden,1.3882330407768837,0.0
degrees,-1.177643054338343,0.0
dared,1.317893738035994,0.0
risk,-1.1517938894348334,0.0
loss,-1.0764767809640388,0.0
hoped,1.4430261435909555,0.0
b,-1.1247917773532372,0.0
cost,-1.0777770017429285,0.0
middle,-1.0459400289160885,0.0
piece,1.0526828606410117,0.0
october,-1.0687410788188323,0.0
9,-1.2897413560318138,0.0
consideration,-1.2632447710941246,0.0
burst,1.1041014828026336,0.0
roar,1.3152642087018291,0.0
laughter,1.2613937235410646,0.0
laugh,1.3606444592640536,0.0
elsewhere,-1.2463208993594113,0.0
card,1.2628758077832671,0.0
become,-1.1196260499182549,0.0
william,-1.03033986543809,0.0
using,-1.1274487705490743,0.0
temporary,-1.4698513331539422,0.0
moved,1.2413092080862176,0.0
17,-1.273136491029436,0.0
artificial,-1.2051292086460907,0.0
advice,1.1446234083882267,0.0
struggle,-1.217795844554324,0.0
happy,1.3222031306324586,0.0
issues,-1.2965102910356248,0.0
appear,-1.180710528369538,0.0
grave,-1.1530260251418687,0.0
personally,1.2265858441975592,0.0
concerned,-1.2414531194353795,0.0
30,-1.1320682148384622,0.0
minute,1.0575410323052812,0.0
knowledge,-1.1564387571463692,0.0
gained,-1.0992773710940955,0.0
joke,1.6630129898842556,0.0
points,-1.2678696469728834,0.0
questions,-1.0648847805084327,0.0
month,1.0576067604255162,0.0
pick,1.5698192466250378,0.0
short,1.0819708737121545,0.0
acid,-1.094380427376599,0.0
excitement,1.1491040332481546,0.0
lad,1.2801423391431943,0.0
sinking,1.5102229820924322,0.0
attended,-1.1582145854234729,0.0
absence,-1.1281955268171568,0.0
opinion,-1.1232656836959385,0.0
frankly,1.2792595549044854,0.0
mysterious,1.245758693635974,0.0
proves,-1.2191516477620727,0.0
pipe,1.1947516803236466,0.0
beg,1.2278314468081244,0.0
thin,1.1244098229640762,0.0
knees,1.1760881234379148,0.0
nose,1.095184744214938,0.0
bill,-1.0785269456695072,0.0
bird,1.3045407803883098,0.0
asleep,1.2852710710880697,0.0
james,1.034231338494489,0.0
patients,-1.101034576145089,0.0
music,1.451075437182913,0.0
italian,1.4063348162717262,0.0
french,1.143513911767169,0.0
along,-1.0245686506917973,0.0
lines,-1.0776953326940233,0.0
grass,1.2000365328308058,0.0
bushes,1.3073355958611996,0.0
fight,1.1439344257127753,0.0
atmosphere,1.3804000698936902,0.0
balls,1.1135051418011737,0.0
board,-1.1677883118788646,0.0
announced,1.1618180071859223,0.0
shining,1.2026690850250532,0.0
brightly,1.1849444698310216,0.0
puckered,1.2917983579947303,0.0
vigorously,-1.1528143997376266,0.0
stick,1.4700974408052994,0.0
knocked,1.4026217655555833,0.0
instantly,1.4775746301779369,0.0
third,-1.0499121248118268,0.0
fourth,-1.0318155748916549,0.0
promptly,-1.2041013297697003,0.0
judgment,-1.3625080892780277,0.0
claim,-1.1581647692268793,0.0
inquired,1.420199909352374,0.0
beat,1.3177598396497532,0.0
talk,1.4270297842290074,0.0
enemy,1.1316115171894248,0.0
parts,-1.132896495634817,0.0
contrast,-1.2162856230742216,0.0
picture,-1.2348350044956566,0.0
arteries,-1.3014043734477272,0.0
traffic,-1.3725674442464162,0.0
blocked,-1.1963454170926822,0.0
commerce,-1.2261800411841055,0.0
flowing,-1.1881796792731816,0.0
tide,-1.1744709652978724,0.0
hurrying,1.4908103900443896,0.0
shops,1.1531926457274633,0.0
exact,-1.2007748544361103,0.0
shop,1.2306289334577858,0.0
branch,-1.1731231702015652,0.0
bank,-1.0513613542047744,0.0
cup,1.366699853667959,0.0
land,-1.1735473692108458,0.0
merit,-1.3566567467386297,0.0
wrapped,1.2531602555795722,0.0
gently,1.2475518143090287,0.0
fingers,1.0662244377538943,0.0
smiling,1.5160964839216473,0.0
unlike,-1.1397472926953038,0.0
criminal,-1.2402032094681017,0.0
represented,-1.3650855243773137,0.0
reaction,-1.2233523971636495,0.0
amid,1.0680972247687242,0.0
chase,1.6282078697877465,0.0
brilliant,1.1232125639584971,0.0
hunt,1.6066760239449929,0.0
stop,1.2357209552027248,0.0
early,-1.1059523213058469,0.0
danger,1.1410695162785018,0.0
army,1.0551471022378769,0.0
heel,-1.0954314911371898,0.0
dense,-1.0540960613436006,0.0
sense,1.082400932734749,0.0
evident,1.131476028307889,0.0
clearly,1.1573199518093669,0.0
happened,1.2385405332612671,0.0
happen,1.175071487457745,0.0
confused,1.260269536461606,0.0
parted,1.6687617188430834,0.0
expedition,1.3222059122845478,0.0
armed,-1.0921933255529972,0.0
game,1.3477580042628756,0.0
aside,1.141013413605347,0.0
explanation,1.1446693249239257,0.0
nine,1.0690128872327014,0.0
entering,1.2743279696973349,0.0
recognised,-1.2802621981772346,0.0
peter,1.2534626274826588,0.0
jones,1.1662620608203536,0.0
sad,1.3402968660458292,0.0
party,-1.0742621017685563,0.0
jacket,1.1997341701536457,0.0
hunting,1.3835712126663071,0.0
crop,-1.1413305308909885,0.0
yard,1.3928468566802954,0.0
starting,1.0848828687097904,0.0
wants,1.4214543048706785,0.0
dog,1.261873998561671,0.0
wild,1.3016389762920992,0.0
goose,1.2462817972658091,0.0
confidence,-1.1716894494394878,0.0
correct,-1.1380697865626748,0.0
force,-1.175936328950479,0.0
stranger,1.5923244261743863,0.0
rubber,-1.0663538843470493,0.0
higher,-1.042418150802792,0.0
stake,1.2049637036250709,0.0
000,-1.082851309989956,0.0
brain,-1.1633787694290072,0.0
cunning,1.2474799925467384,0.0
raising,1.113281954236074,0.0
turns,1.316918361686933,0.0
agree,-1.0569016647794287,0.0
